url,lead,source,pub_date,type,news_desk,section,material,word_count,headline,author
https://www.nytimes.com/2000/07/30/nyregion/environment-an-almanac-documents-life-on-the-hudson-river.html,"ABOUT two years ago, hundreds of alewives and striped bass, 17 small blue crabs and one 3 1/2-inch killifish with iridescent blue bands were spotted on the Hudson River near Kowawese state park in New Windsor, N.Y. This minute natural occurrence, like thousands of other such small events, was in itself far from earth shattering. But taken in context, it is a tiny piece of the sprawling mosaic that is life in and around the river.",The New York Times,2000-07-30T05:00:00+0000,article,Westchester Weekly Desk,New York,News,1380,An Almanac Documents Life on the Hudson River,By Lynne Ames
https://www.nytimes.com/2000/09/17/nyregion/opinion-playing-the-west-nile-blame-game.html,"TO one who thought he had put plague-ridden Long Island behind him this summer in favor of the healthy, rugged outdoors of New York's mountains, it was more than a bit sobering to learn that the West Nile virus has been discovered upstate. ",The New York Times,2000-09-17T05:00:00+0000,article,Long Island Weekly Desk,New York,News,777,OPINION; Playing the West Nile Blame Game,By Barry Edelson
https://www.nytimes.com/2000/10/01/style/weddings-sara-krause-souheil-inati.html,"Sara Skidmore Krause, a medical student, and Dr. Souheil James Inati, a physicist, were married yesterday at the United Congregational Church in Little Compton, R.I. The Rev. Richard Manzelmann, a Presbyterian minister, performed the ceremony.",The New York Times,2000-10-01T05:00:00+0000,article,Society Desk,Style,News,178,"Sara Krause, Souheil Inati",NA
https://www.nytimes.com/2000/08/13/style/weddings-stephanie-canter-seth-copeland.html,Stephanie King Canter and Seth Jeremiah Copeland were married yesterday by Judge Kevin J. Murphy of California State Superior Court at the Elizabeth Gamble Gardens in Palo Alto.,The New York Times,2000-08-13T05:00:00+0000,article,Society Desk,Style,News,666,"Stephanie Canter, Seth Copeland",NA
https://www.nytimes.com/2000/08/06/nyregion/arts-and-entertainment-displaying-art-to-seduce-viewers.html,"FIFTY-EIGHT works of art, wrapped in brown cardboard, stood lined up on the floor against the freshly painted, unadorned walls in the galleries at the Katonah Museum of Art here. The works had traveled from their homes -- in museums, with artists and in private collections -- in climate-controlled trucks.",The New York Times,2000-08-06T05:00:00+0000,article,Westchester Weekly Desk,New York,News,848,Displaying Art to Seduce Viewers,By Cynthia Magriel Wetzler
https://www.nytimes.com/2000/01/06/sports/the-ski-report-snowless-trails-provide-jolly-time.html,"It is usually a dream destination for avid cross-country skiers. In this shockingly mild winter, however, a long-awaited New Year's vacation at the Lapland Lake Cross-Country Ski and Vacation Center revealed more brown ground than winter wonderland. Surprisingly, however, the visit also turned into more of a jolly sleepwalk than a snowless nightmare.",The New York Times,2000-01-06T05:00:00+0000,article,Sports Desk,Sports,News,678,Snowless Trails Provide Jolly Time,By Jack Bell
https://www.nytimes.com/2000/09/24/travel/travel-advisory-marjorie-post-s-estate-reopens-in-washington.html,"After a three-year renovation, Hillwood Museum and Gardens in Washington -- the home of the Postum Cereal Company heiress, Marjorie Merriweather Post (1887-1973) -- will reopen on Tuesday.",The New York Times,2000-09-24T05:00:00+0000,article,Travel Desk,Travel,News,296,Marjorie Post's Estate Reopens in Washington,By Megan Fulweiler
https://www.nytimes.com/2000/07/30/travel/travel-advisory-353981.html,GUIDEBOOK,The New York Times,2000-07-30T05:00:00+0000,article,Travel Desk,Travel,News,315,TRAVEL ADVISORY,By Joseph Siano
https://www.nytimes.com/2000/08/05/nyregion/year-s-first-human-case-of-west-nile-is-found-as-outbreak-widens.html,"A 78-year-old Staten Island man has the unlucky distinction of having the nation's first known case of West Nile encephalitis this year, health officials said today. Meanwhile, birds found dead from the disease from the Atlantic almost to Lake Erie led the state health commissioner to declare the first statewide outbreak of the virus.",The New York Times,2000-08-05T05:00:00+0000,article,Metropolitan Desk,New York,News,1248,Year's First Human Case of West Nile Is Found as Outbreak Widens,By Richard Perez-Pena
https://www.nytimes.com/2000/05/12/us/estimate-of-toxic-chemical-emissions-is-tripled.html,The first national accounting of toxic chemical emissions by electric power plants and the mining industry has tripled the estimated volume of those releases.,The New York Times,2000-05-12T05:00:00+0000,article,National Desk,U.S.,News,356,Estimate of Toxic Chemical Emissions Is Tripled,By Winnie Hu
https://www.nytimes.com/2000/06/11/nyregion/a-tree-a-record-will-they-last.html,"EVEN for seasoned tree experts like Lou Sebesta, an urban forester who has seen many champions, the 125-year-old flowering dogwood in Carmel is a wonder.",The New York Times,2000-06-11T05:00:00+0000,article,Westchester Weekly Desk,New York,News,506,"A Tree, a Record: Will They Last?",By Elsa Brenner
https://www.nytimes.com/2000/05/02/nyregion/albany-battles-acid-rain-fed-by-other-states.html,The New York State Legislature today completed passage of a bill that seeks to reduce the amount of air pollution that drifts into New York from coal-burning power plants in Midwestern and Southern states.,The New York Times,2000-05-02T05:00:00+0000,article,Metropolitan Desk,New York,News,1212,Albany Battles Acid Rain Fed By Other States,By Raymond Hernandez
https://www.nytimes.com/2000/06/15/nyregion/mercury-levels-found-unsafe-in-fish-from-6-new-sites-upstate.html,"A state health report issued yesterday shows that rising levels of mercury have contaminated the fish in at least six more upstate water bodies, including two major reservoirs in the Catskills that supply drinking water to New York City.",The New York Times,2000-06-15T05:00:00+0000,article,Metropolitan Desk,New York,News,579,Mercury Levels Found Unsafe in Fish From 6 New Sites Upstate,By Winnie Hu
https://www.nytimes.com/2000/01/06/nyregion/ex-governor-of-massachusetts-back-in-new-york-talks-of-a-2nd-statehouse.html,Is it something in the water?,The New York Times,2000-01-06T05:00:00+0000,article,Metropolitan Desk,New York,News,605,"Ex-Governor of Massachusetts, Back in New York, Talks of a 2nd Statehouse",By Adam Nagourney
https://www.nytimes.com/2000/10/22/nyregion/making-the-hudson-live-inside-a-museum.html,"THE Hudson River Museum sits amid green fields and river views, in a setting as gracious as the Victorian mansion from which it sprung. Until now, however, the river was merely a timeless backdrop, or the subject of paintings that hung on the museum's walls.",The New York Times,2000-10-22T05:00:00+0000,article,Westchester Weekly Desk,New York,News,616,Making the Hudson Live Inside a Museum,By Roberta Hershenson
https://www.nytimes.com/2000/07/26/sports/horse-racing-2-year-old-fillies-to-go-first-at-saratoga.html,"They called it Horse Haven when racing was inaugurated at Saratoga Springs in 1863 for a meet that lasted three days. But the next year, the ''new'' Saratoga Race Course opened on Union Avenue. And on Wednesday, for the 132nd year, it will open for racing again, starting a prestigious six-week schedule that will feature 35 stakes races carrying purses of $8.7 million along with historic reminders that the stately old track has also grown to become ''the Graveyard of Champions.''",The New York Times,2000-07-26T05:00:00+0000,article,Sports Desk,Sports,News,650,2-Year-Old Fillies to Go First at Saratoga,By Joseph Durso
https://www.nytimes.com/2000/06/11/nyregion/playing-in-the-neighborhood-680605.html,BATTERY PARK,The New York Times,2000-06-11T05:00:00+0000,article,The City Weekly Desk,New York,News,623,PLAYING IN THE NEIGHBORHOOD,By Allison Fass and Liz Murray
https://www.nytimes.com/2000/12/22/nyregion/tentative-deal-on-acid-rain-is-reached-with-third-utility.html,"Pressing ahead with landmark litigation to curb pollutants that contribute to acid rain in the Northeast, state and federal officials said last night that they had reached a tentative settlement with a third utility to cut emissions from power plants significantly.",The New York Times,2000-12-22T05:00:00+0000,article,Metropolitan Desk,New York,News,552,Tentative Deal on Acid Rain Is Reached With Third Utility,By Randal C. Archibold
https://www.nytimes.com/2000/12/24/weekinreview/ideas-trends-deerslayer-america-s-embattled-autumn-blood-sport.html,"IF you have lived in country far enough north to experience real seasons, you know that late autumn is when cold fronts barge in from Canada, blue smoke plumes from farmhouse chimneys, and terrified 600-pound deer leap out of hedgerows and onto the hood of your car. By the staccato crack of gunfire you will know it's hunting season.",The New York Times,2000-12-24T05:00:00+0000,article,Week in Review Desk,Week in Review,News,703,Ideas & Trends: Deerslayer; America's Embattled Autumn Blood Sport,By Guy Trebay
https://www.nytimes.com/2000/11/17/nyregion/pataki-administration-calls-for-dredging-of-the-hudson-river-to-clean-up-pcb-s.html,"Entering one of the hottest environmental debates in the state, the administration of Gov. George E. Pataki has for the first time called for the dredging of the Hudson River to remove potentially harmful PCB's.",The New York Times,2000-11-17T05:00:00+0000,article,Metropolitan Desk,New York,News,721,Pataki Administration Calls for Dredging of the Hudson River to Clean Up PCB's,By Raymond Hernandez
https://www.nytimes.com/2000/12/15/business/technology-microsoft-cuts-its-projections-for-4th-quarter.html,"Echoing recent warnings from the computer makers that are its most prominent customers, Microsoft said yesterday that earnings and revenue in the current quarter would be lower than previously projected because of weakening economic conditions.",The New York Times,2000-12-15T05:00:00+0000,article,Business/Financial Desk,Business Day,News,663,Microsoft Cuts Its Projections For 4th Quarter,By Barnaby J. Feder
https://www.nytimes.com/2000/08/13/nyregion/the-environment-trying-to-gain-favor-for-a-feared-species.html,"IN 1997 Helene Grimaud, a pianist, and J. Henry Fair, a photographer, bought a six-acre parcel off Route 35 here with a plan: to create a natural habitat for wolves while promoting wolf conservation through education.",The New York Times,2000-08-13T05:00:00+0000,article,Westchester Weekly Desk,New York,News,728,Trying to Gain Favor For a Feared Species,By Saxon Henry
https://www.nytimes.com/2000/07/28/sports/horse-racing-city-zip-shows-he-doesn-t-have-cheap-speed.html,"Before they even lined up for the 87th running of the Sanford Stakes, Linda Rice was spotting D. Wayne Lukas $1,941,000 and 13 years in experience. The colt she trains, City Zip, was purchased for $9,000 last year as a yearling. His colt, Yonaguska, was picked up for $1.9 million seven months ago as a 2-year-old. Rice had a handful of important stakes races on her resume; he had 13 Triple Crown victories and 20 national champions on his.",The New York Times,2000-07-28T05:00:00+0000,article,Sports Desk,Sports,News,690,City Zip Shows He Doesn't Have Cheap Speed,By Joe Drape
https://www.nytimes.com/2000/07/27/sports/horse-racing-gold-mover-pinch-hits-at-saratoga-opener.html,"Up until Tuesday afternoon, Mark Hennig was going to scratch Gold Mover from the Schuylerville Stakes. His filly had already won all three of her races, including a gritty upset of colts at Churchill Downs, and he wondered if running a 2-year-old after just 18 days of rest was the right thing to do. Besides, he had another undefeated filly, With Ability, ready to go.",The New York Times,2000-07-27T05:00:00+0000,article,Sports Desk,Sports,News,754,Gold Mover Pinch-Hits at Saratoga Opener,By Joe Drape
https://www.nytimes.com/2000/07/12/travel/all-together-now-follow-me-to-camp-tuolumne-it-rhymes.html,"MEMO from Northern California to those seeking longevity: Forget hemp nuts. Try bug juice and lanyards. Before moving from Brooklyn, N.Y., to Piedmont, Calif., less than a year ago, it would not have occurred to me that I would soon be taking family travel advice from a clinical sexologist I met at a workout studio in Berkeley. I surely never imagined that the following summer, along with my family, I would be sitting in a dining hall packed with fellow professionals and their families singing: Bruce! Bruce! Strong and able. Get your elbows off the table!",The New York Times,2000-07-12T05:00:00+0000,article,Vacation,Travel,News,1571,All Together Now: Follow Me to Camp Tuolumne! (It Rhymes),By Patricia Leigh Brown
https://www.nytimes.com/2000/05/30/nyregion/summer-residents-want-year-round-voice.html,"Behind the privet hedges that shield the many monstrous mansions in this village by the sea, something semi-revolutionary is brewing.",The New York Times,2000-05-30T05:00:00+0000,article,Metropolitan Desk,New York,News,1537,Summer Residents Want Year-Round Voice,By Blaine Harden
https://www.nytimes.com/2000/11/10/arts/a-rendezvous-with-2-giants.html,"When we heard that the New York City Department of Parks had published ''Great Trees of New York City,'' a guide to the city's most impressive trees, we were intrigued. Although New York has no hulking redwoods, we had heard for years about a monster tree in Queens that was said to be the biggest in all five boroughs. According to the tree grapevine, this behemoth is a tulip tree (Liriodendron tulipifera) growing in an obscure corner of Alley Pond Park, a 635-acre swath of green in northeast Queens that stretches from Union Turnpike to Little Neck Bay.",The New York Times,2000-11-10T05:00:00+0000,article,Leisure/Weekend Desk,Arts,News,2690,A Rendezvous With 2 Giants,By Michael Crewdson and Margaret Mittelbach
https://www.nytimes.com/2000/09/28/garden/the-museum-class-house-that-post-toasties-built.html,"WHY, you live like a queen, don't you?'' was the comment of Queen Maude of Norway to Marjorie Merriweather Post. Mrs. Post did indeed, and she filled Hillwood, her home-museum at 4155 Linnean Avenue NW, which has just reopened, with a battalion of royal objects. Her collection of imperial Russian art from the 18th and 19th centuries is the greatest in the world outside Russia, and she had one of the leading United States collections of Sevres porcelain, much of it commissioned by Catherine the Great.",The New York Times,2000-09-28T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,News,918,The Museum-Class House That Post Toasties Built,By Irvin Molotsky
https://www.nytimes.com/2000/07/09/nyregion/first-person-farewell-to-a-bungalow.html,"I WANTED to photograph Rockaway. When my father announced the sale of our family bungalow there, in April of last year, I suddenly felt unhinged. Even though it was nearly a decade since I'd visited the beach house or stepped foot in the ocean town of Rockaway Beach, N.Y., I still felt a sentimental attachment, an ineffable connection, to the place that, for the first 16 years of my life, was synonymous with summer. Taking pictures there would, I had hoped, enable me to tap into these feelings and transform hazy memories into black and white images. ",The New York Times,2000-07-09T05:00:00+0000,article,The City Weekly Desk,New York,News,949,FIRST PERSON; Farewell to a Bungalow,By Robert Lennon
https://www.nytimes.com/2000/03/24/nyregion/residential-real-estate-new-apartments-in-tribeca-but-luxury-rentals-not-condos.html,"As the conversion of old manufacturing buildings to loft condominiums marches on in TriBeCa, the 16-story structure nearing completion at 95 Worth Street is breaking from that trend as one of the few new luxury rentals to be built in the neighborhood in the last decade.",The New York Times,2000-03-24T05:00:00+0000,article,Metropolitan Desk,New York,News,947,"Residential Real Estate; New Apartments in TriBeCa, but Luxury Rentals, Not Condos",By Rachelle Garbarine
https://www.nytimes.com/2000/08/23/sports/baseball-minors-notebook-far-east-prospects-emerging.html,"Hideo Nomo stirred quite a fuss when he joined the Dodgers in 1995. And there was always a media sideshow around Hideki Irabu in New York. Now names like Masato Yoshii, Mac Suzuki and Kazuhiro Sasaki dot major league rosters.",The New York Times,2000-08-23T05:00:00+0000,article,Sports Desk,Sports,News,873,Far East Prospects Emerging,By Jim Luttrell
https://www.nytimes.com/2000/10/05/nyregion/senate-rivals-both-praised-as-promoting-conservation.html,"The board of the New York League of Conservation Voters, an environmental group, is deeply divided over whom to endorse in the Senate race, because its members say both candidates have strong positions on the environment.",The New York Times,2000-10-05T05:00:00+0000,article,Metropolitan Desk,New York,News,920,Senate Rivals Both Praised As Promoting Conservation,By Dean E. Murphy
https://www.nytimes.com/2000/05/14/realestate/habitats-madison-avenue-near-32nd-street-buying-a-studio-cheap-then-improvising.html,"FOR months and months, Jacob Bump looked at apartments, riding his bicycle to open houses all over Manhattan. He knew he wanted to spend no more than $150,000 -- but other than that he was flexible.",The New York Times,2000-05-14T05:00:00+0000,article,Real Estate Desk,Real Estate,News,942,"Habitats/Madison Avenue Near 32nd Street; Buying a Studio Cheap, Then Improvising",By Trish Hall
https://www.nytimes.com/2000/02/20/sports/sports-of-the-times-when-all-of-america-skated-on-golden-pond.html,"TWENTY years later, Ken Morrow remembered how his United States Olympic teammates jumped over the boards to celebrate Mike Eruzione's go-ahead goal against the Soviet Union, but Morrow, the bearded defenseman who would be on the Islanders' four consecutive Stanley Cup champions, stared at the scoreboard clock.",The New York Times,2000-02-20T05:00:00+0000,article,Sports Desk,Sports,News,990,Sports of The Times; When All of America Skated on Golden Pond,NA
https://www.nytimes.com/2000/10/04/nyregion/metro-briefing.html,NEW YORK,The New York Times,2000-10-04T05:00:00+0000,article,Metropolitan Desk,New York,News,964,METRO BRIEFING,Compiled by Anthony Ramirez
https://www.nytimes.com/2000/03/12/nyregion/the-guide-183512.html,Icons of Dance,The New York Times,2000-03-12T05:00:00+0000,article,Connecticut Weekly Desk,New York,News,988,THE GUIDE,By Eleanor Charles
https://www.nytimes.com/2000/06/19/nyregion/labor-seeks-minimum-state-wage-of-6.75.html,"A push by labor unions to lift New York State's minimum wage to $6.75 an hour, from $5.15, has turned into one of the last major battles in this year's legislative session in Albany as small businesses lobby fiercely to block an increase.",The New York Times,2000-06-19T05:00:00+0000,article,Metropolitan Desk,New York,News,1034,Labor Seeks Minimum State Wage of $6.75,By Steven Greenhouse
https://www.nytimes.com/2000/10/13/arts/gliding-in-a-floating-world-life-is-but-a-dream.html,"To see New York City from the water is to see it anew, spread out serenely along the horizon in the shifting light, distorted by distance, blurred by haze, magically rearranging itself as you move in the muffled quiet toward someplace, anyplace or, better yet, no place at all.",The New York Times,2000-10-13T05:00:00+0000,article,Leisure/Weekend Desk,Arts,News,2145,"Gliding in a Floating World, Life Is but a Dream",By Janny Scott
https://www.nytimes.com/2000/08/20/travel/a-voice-from-the-met-s-first-season.html,"HIDDEN in a grove of pines on a finger of land overlooking Lake George in the foothills of the Adirondacks is a shrine to a remarkable woman. Her lovely musical name was Marcella Sembrich, and though virtually forgotten today, this Polish-born soprano was once one of the glories of the operatic stage.",The New York Times,2000-08-20T05:00:00+0000,article,Travel Desk,Travel,News,2264,A Voice From the Met's First Season,By Constance Rosenblum
https://www.nytimes.com/2000/02/07/nyregion/3-acquisitions-will-complete-sterling-forest.html,"For decades, environmentalists dreamed of acquiring and preserving for all time the vast, privately owned tracts of beguiling woodlands, rugged ridges, hiking trails and crystalline streams and lakes known as Sterling Forest, 40 miles northwest of New York City.",The New York Times,2000-02-07T05:00:00+0000,article,Metropolitan Desk,New York,News,1061,3 Acquisitions Will Complete Sterling Forest,By Robert D. McFadden
https://www.nytimes.com/2000/04/10/nyregion/invasive-mussels-turn-up-in-lake-thought-to-be-immune.html,"A year and a half ago, it looked as if Lake George, a blue jewel in the green Adirondacks, had dodged a biological bullet -- the zebra mussel, an invasive European mollusk that is clogging pipes, crowding local aquatic life and turning beaches into toe-slicing shell heaps from Michigan to the Hudson River.",The New York Times,2000-04-10T05:00:00+0000,article,Metropolitan Desk,New York,News,1049,Invasive Mussels Turn Up in Lake Thought to Be Immune,By Andrew C. Revkin
https://www.nytimes.com/2000/04/10/nyregion/nobody-was-dreaming-of-a-white-april-but-it-showed-up-anyway.html,"Winter's inevitable last gasp -- keep fingers crossed -- vanquished the glories of springtime yesterday. In just 18 hours, temperatures plunged 40 degrees, rain turned to whooshing gusts of snow and much of the Northeast rapidly took on the gloomy, slushy mien of January.",The New York Times,2000-04-10T05:00:00+0000,article,Metropolitan Desk,New York,News,1091,"Nobody Was Dreaming of a White April, but It Showed Up Anyway",By David Barstow
https://www.nytimes.com/2000/08/18/nyregion/political-memo-stunt-keeps-a-focus-on-lazio-s-tax-returns.html,Representative Rick A. Lazio has attracted an unbidden guest at some of his campaign events this week: a Democratic lackey in an impressively garish Uncle Sam costume who taunts Mr. Lazio over his failure to release copies of his income tax returns.,The New York Times,2000-08-18T05:00:00+0000,article,Metropolitan Desk,New York,News,1029,Political Memo; Stunt Keeps a Focus on Lazio's Tax Returns,By Clifford J. Levy
https://www.nytimes.com/2000/07/16/nyregion/environment-sealing-the-caves-but-keeping-the-bats.html,"NOT too long ago, hundreds of men would regularly troop down into the deep, inky reaches of Philips Mine here to collect iron ore, copper and even uranium. Today, it's all about bats.",The New York Times,2000-07-16T05:00:00+0000,article,Westchester Weekly Desk,New York,News,1045,Sealing the Caves But Keeping the Bats,By Claudia Rowe
https://www.nytimes.com/2000/03/19/travel/practical-traveler-oil-prices-rise-air-fares-follow.html,"THE price of oil is affecting travel everywhere. Surcharges of $20 on a round trip are being added to most airline tickets. Airport shuttle prices are inching up. And although a spokesman for Greyhound Lines says increases in the cost of driving improve the company's business, Greyhound has also added a fuel surcharge. Officials in the hotel industry, noting the possibility that higher prices will bring a downturn in travel, say there could be an impact there, too: inexpensive motels might lower prices.",The New York Times,2000-03-19T05:00:00+0000,article,Travel Desk,Travel,News,1159,"Oil Prices Rise, Air Fares Follow",By Betsy Wade
https://www.nytimes.com/2000/11/16/nyregion/power-plants-to-cut-emissions-faulted-in-northeast-smog.html,"A Virginia power company, accused of violating clean-air standards and contributing to acid rain and smog in the Northeast, has agreed to a landmark legal settlement requiring that it cut emissions from eight coal-burning plants by 70 percent.",The New York Times,2000-11-16T05:00:00+0000,article,Metropolitan Desk,New York,News,1034,Power Plants to Cut Emissions Faulted In Northeast Smog,By Richard Perez-Pena
https://www.nytimes.com/2000/12/10/travel/a-north-woods-passage.html,"WOLVES! I spotted four of them from the train window, way out on a frozen lake deep in the Labrador interior. It was spitting snow, but far to the south the sun slashed through ragged clouds, spotlighting low rumpled mountains and dark green carpets of spruce. In an eye blink the pack was gone, replaced by a winter-white ptarmigan, its wings tipped jet black, which broke from the trees and raced my passenger coach for a hundred yards before it too was left behind. Wolves and ptarmigan: typical off-the-beaten-track encounters along the route of the Quebec, North Shore and Labrador Railway (QNS&L for short) -- maybe the last true bush railroad operating in North America.",The New York Times,2000-12-10T05:00:00+0000,article,Travel Desk,Travel,News,2752,A North Woods Passage,By Richard Wien
https://www.nytimes.com/2000/05/25/nyregion/pataki-signs-two-measures-aimed-at-cutting-back-pollution.html,"Gov. George E. Pataki signed two major environmental initiatives into law today, including a ban on the use of a common gasoline additive that has polluted underground water supplies.",The New York Times,2000-05-25T05:00:00+0000,article,Metropolitan Desk,New York,News,1210,Pataki Signs Two Measures Aimed at Cutting Back Pollution,By Raymond Hernandez
https://www.nytimes.com/2000/03/12/nyregion/new-jersey-co-going-upscale-for-downhillers.html,"Kim Masters, a 19-year-old waitress here at Alpine Pizza, grew up practically in the shadow of New Jersey's biggest ski mountain, but she has never skied.",The New York Times,2000-03-12T05:00:00+0000,article,New Jersey Weekly Desk,New York,News,1284,Going Upscale For Downhillers,By Steve Strunsky
https://www.nytimes.com/2000/06/08/garden/living-in-a-nutshell-trailer-poseurs-from-cabanas-to-offices.html,"THE property is like a collection of little events,'' Barbara Jakobson said of her summer place in East Hampton, N.Y. ''It's a little compound.'' She listed the small pieces: main house, shed, summer room, tennis court, pool and, parked in a poof of wild grasses, a garden folly posing as pool house -- an old, 21-foot-long aluminum travel trailer.",The New York Times,2000-06-08T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,News,1205,Trailer Poseurs: From Cabanas to Offices,By Barbara Flanagan
https://www.nytimes.com/2000/07/12/us/the-barefoot-seek-wiggle-room.html,"''From the ankles up,'' Gordon Hlavenka said, ''I'm a fairly normal person.''",The New York Times,2000-07-12T05:00:00+0000,article,National Desk,U.S.,News,1242,The Barefoot Seek Wiggle Room,By Pam Belluck
https://www.nytimes.com/2000/07/03/us/rules-on-gray-wolf-may-soon-ease.html,"The federal government is preparing to announce that the gray wolf, which was once nearly shot, trapped and poisoned out of existence in the lower 48 states, is abundant enough in a few places that it no longer uniformly needs the strict protection afforded the country's most endangered species.",The New York Times,2000-07-03T05:00:00+0000,article,National Desk,U.S.,News,1544,Rules on Gray Wolf May Soon Ease,By Andrew C. Revkin
https://www.nytimes.com/2000/10/25/business/entertainment-a-fourth-for-bridge-or-a-cozy-chat-in-an-all-night-bingo-hall.html,"I HAVE some new friends. Well, not friends exactly. I wouldn't recognize them if we bumped into each other, and I don't even know their real names. But they are always there when I need them -- to play games.",The New York Times,2000-10-25T05:00:00+0000,article,E-Commerce,Business Day,News,1511,A Fourth for Bridge or a Cozy Chat in an All-Night Bingo Hall,By Hilary Appelman
https://www.nytimes.com/2000/01/16/nyregion/sisterhood-recruits-for-a-next-generation.html,"For young women in a culture saturated with alluring images of riches and sensuality, it is an unlikely advertising come-on. Turn your back on money and men and spend your life helping people who are sick, poor and uneducated.",The New York Times,2000-01-16T05:00:00+0000,article,Metropolitan Desk,New York,News,1720,Sisterhood Recruits for a Next Generation,By Lisa W. Foderaro
